"State","Stats_Code","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"Otago","wind",2010,"3.8","3","4.3","3.6","2.6","2.9","2.1","2.8","4.4","4","3","3.8"
"Otago","wind",2011,"4.4","3","2.9","3.2","2.9","3.1","3.6","3.2","4","3.5","4.4","2.9"
"Otago","wind",2012,"4.1","3.4","3.2","2.1","3","3.7","2.2","2.7","3.6","4.4","3.7","3.6"
"Otago","wind",2013,"3.5","2.9","2.6","2.8","2.9","3.1","2.9","2.7","3.5","3.8","3.3","3.4"
"Otago","wind",2014,"4.4","3.2","3.1","3.1","3","2.6","3.8","3.6","3","4","4.3","3.3"
"Otago","wind",2015,"3.3","3.2","2.8","3.3","3.8","4.3","3.2","2.7","3.7","4.8","3.9","4.3"
"Otago","wind",2016,"3.5","3","2.6","3.3","3.3","2.5","3.6","2.3","3.2","2.9","3.7","4.2"
"Otago","wind",2017,"4.5","2.7","2.5","2.6","2.5","2.4","2.5","2.4","3.9","3.6","3.2","3.2"
"Otago","wind",2018,"3.1","3.3","2.8","3.6","2.9","2.5","2.8","2","3.2","3.1","4.1","3.3"
"Otago","wind",2019,"3.2","3.6","2.6","2.6","3.1","2.8","2.5","3.5","3.4","4.2","3.7","3.6"
"Otago","wind",2020,"3.7","3.4","3","3.1","1.8","2.4","2.8","2.7","3.7","3.4","3.5","3.9"
"Southland","rain",2010,"116.2","65.9","121.5","206.9","60.1","68.75","61.05","55.7","183.1","69.55","27.05","93.95"
"Southland","rain",2011,"100.75","93.95","101.4","57.9","103.5","53.35","172.2","67.8","87.5","84.85","108.5","12.65"
"Southland","rain",2012,"102.1","68.25","94.85","52.7","91.65","109.6","31.8","17.05","155.5","162.15","60.7","109.9"
"Southland","rain",2013,"146.9","41.55","41.4","82.95","106.85","85.05","117.6","56.05","119.95","182","65.35","102.55"
"Southland","rain",2014,"113.9",NA,NA,NA,NA,"48.6","87.05","104.8","51.5","131.2","166.6","68.5"
"Southland","rain",2015,"51.8","95.55","75.6","115.55","104","142.7","87.15","89.3","57.55","139",NA,"67.7"
"Southland","rain",2016,"92.6","134.25","67","96.15","183.85","54.6","160.3","23.7","61.35","139.2","90.85","62.85"
"Southland","rain",2017,"136.55","49.85","37.45","48.8","73.1","73.35",NA,"52.85","116.4","41.55","71.1","64.25"
"Southland","rain",2018,NA,NA,"92.85","151.55","120.25","69.2","130.8","49","89.9","89.4",NA,NA
"Southland","rain",2019,"131.3","66.1","67.8","101.95","131.45","77.7","82.6","140.05","79.15","148.25","133.3",NA
"Southland","rain",2020,"60.4",NA,"76.25","89.65","41.3","72.85",NA,"81.55","182.15",NA,NA,NA
"Southland","sunshine",2010,"208.4","204.3","136.3","91.4","105.4","98.5","127.7","132.5","114.7","236.9","185","186.9"
"Southland","sunshine",2011,"209.5","151.1","167","132.9","72.9","53.8","99.2","128.2","143","184.8","159.7","250.9"
"Southland","sunshine",2012,"190.8","163.9","181","158.5","114.5","96","98.8","156","140.4","139.6","193.6","241"
"Southland","sunshine",2013,"240.8","179.1","170.1","124.8","95.6","77.9","92.6","119.1","150.1","163.9","190.3",NA
"Southland","sunshine",2014,"187.2","180.4","149.2","117.9",NA,"79.5","74.1","133.6","173","166.1","144.7","201.5"
"Southland","sunshine",2015,"230.2","193.6","142.2","113","95.1","73.4","110.9","130.9","147.4","184.7","217.6","214.4"
"Southland","sunshine",2016,"176.7","193","121.4","123.8","95.4","110","110.1","133.2","149.8","182.6","168.1","210"
"Southland","sunshine",2017,"162.1","206.6","152.9","123.6","107.7","107.3","114.2","122.3","132.4","227.1","222.6","224.1"
"Southland","sunshine",2018,"254.4",NA,"156.3","102.4","100.8","92.9","99","127.7","166.7","162.7",NA,NA
"Southland","sunshine",2019,"184.1","196.3","179.4","153.8","89.4","88.9",NA,"132.1","168.2","149.4",NA,NA
"Southland","sunshine",2020,"214.9","183.7","138.7","122.1","130.7","108.1",NA,"125.6","140.1","172.1",NA,"204.9"
"Southland","temperature",2010,"14.55","14.9","12.85","11.15","7.55","4.45","4.75","6.55","7.3","10.2","13.4","14.25"
"Southland","temperature",2011,"14.55","14.15","12.4","9.65","8.8","5.65","4.3","5.7","7.65","9.8","10.5","14.8"
"Southland","temperature",2012,"13.9","14.6","11.4","11.3","7.75","4.75","5.65","6.65","8.75","8.65","10.6","13.7"
"Southland","temperature",2013,"14.55","14.65","14.3","10.55","7.9","5.8","7.25","7.45","8.25","10.05","12.75","13.85"
"Southland","temperature",2014,"12.75","14.25","12.55","10.9","8","6.9","4.8","6.25","8.35","9.5","10.2","14.6"
"Southland","temperature",2015,"15.3","14.15","12.9","10.35","8.2","5.6","4.8","5.45","7.1","10.15","10.85","13.35"
"Southland","temperature",2016,"13.65","16.1","13.3","12.1","9.1","7.15","5.15","5.8","9.4","10.5","11.2","13.1"
"Southland","temperature",2017,"12.85","13.8","12.25","11","7.2","5.65","4.65","6.85","8.4","10.55","13.05","15.7"
"Southland","temperature",2018,"18.6","14.2","13.8","9.85","6.85","4.5","6.2","6.75","8","9.65","12.1","14.9"
"Southland","temperature",2019,"15.5","14.55","14.75","9.7","9.75","6.15","6.25","6.3","7.75","9.45","12.7","12.7"
"Southland","temperature",2020,"14.85","14.6","11.7","10.5","8.3","5.75","4.9","7.15","7.9","10.7","12.2","13"
"Southland","wind",2010,"4","4.1","4.9","4.2","2.65","2.6","2.25","2.35","4.45","4.1","3.55","4.5"
"Southland","wind",2011,"4.35","3.65","3.55","3.35","3.35","2.75","3.6","3.8","4.1","3.8","4.7","3.4"
"Southland","wind",2012,"5.2","3","3.05","3","2.9","3.55","2.45","2.2","3.6","5.3","4.6","4.3"
"Southland","wind",2013,"4.35","3.8","3.35","3.55","2.9","2.7","3.25","2.35","3.35","4.65","3.55","4"
"Southland","wind",2014,"5.25","3.7","3.3","3.1","3.3","2.75","2.7","3.3","3.65","4.55","4.75","3.45"
"Southland","wind",2015,"3.9","3.55","2.9","3.25","3.8","4.3","3.15","2.65","3.4","6.25","4.6","5.05"
"Southland","wind",2016,"4.1","4.1","3.2","4.15","3.35","2.8","3.6","2.5","2.9","3.2","4.45","4.85"
"Southland","wind",2017,"5.5","3.7","3.6","3.1","2.65","2.75","2.5","2.45","3.3","4.3","3.6","4"
"Southland","wind",2018,"3.45","4.15","3.55","4.1","3.05","2.25","3","2.4","3.3","3.65",NA,NA
"Southland","wind",2019,"3.3","3.4","2.2","2.1","2.7","1.9","1.7","2.6","2.7","2.9","3.6","3.3"
"Southland","wind",2020,NA,NA,NA,NA,NA,"2.85","2.6","3.05","4.25",NA,NA,NA
"Taranaki","rain",2010,"81.7","123.3","62.8","88.6","249.4","261","54.7","247.7","286.6","52.7","24.6","239.3"
"Taranaki","rain",2011,"185.7","34.5","203","148","260.9","257.8","165.8","91.4","76.15","275.7","98.8","343.5"
"Taranaki","rain",2012,"92.4","169.8","175.6","72.9","151.2","149","210","134.9","150.2","154.15","78.2","108.3"
"Taranaki","rain",2013,"68.4","46.7","71.2","129","241.1","176.1",NA,"152.9","204.1","208.6","114.9","118.9"
"Taranaki","rain",2014,"145.7","19.2","32","226.4","114.1",NA,"80.7","169.6","170","112.3","113.4","95"
"Taranaki","rain",2015,"43.5","62.1","131.4","210.1","200.2","275.5","141.9","243.3","108.4","61.4","82.7","39.9"
"Taranaki","rain",2016,"103.2","84.3","72.4","92.3","232.2","143.5","168.7","124.8","155.8","124.4","185.5","65.7"
"Taranaki","rain",2017,"103.9","86.4","117.8","270.7","164.3","81.4","250.8","253.9","220.3","58.3","57.1","39.2"
"Taranaki","rain",2018,"131.9","147.1",NA,"77.1","231.4","118.8","177.1","163.2","74.2","108.6","84.2","96.8"
"Taranaki","rain",2019,"45.2","51.5","125.7","242.3",NA,"86.7","260.7",NA,"149.9","162.2","95.7","188.1"
"Taranaki","rain",2020,"20.5","67.3","95.4","79.8",NA,NA,"152.1","138.6","166.1","148.2","304.5",NA
"Taranaki","soil_moisture",2010,"28.7","31.3","32.1","35","40.7","45.7","43.2","45.5","47.9","42.3","28.1","24.7"
"Taranaki","soil_moisture",2011,"26.9","27.5","31.5","34.7","37.9","39.7","40.9","39.3","37.7","39.6","34.5","33.3"
"Taranaki","soil_moisture",2012,"34.6","31.7","36.2","33.6","38.6","41.7",NA,"45.4","44","42.2","38.3","35.7"
"Taranaki","soil_moisture",2013,"36.2","30.9","25.2","34.2","38.8","41.7","41.8","42.4","43","42.3","40.7","38.3"
"Taranaki","soil_moisture",2014,"37.9","30.3","21.3","28.6","35.6","38.1","41.4","42.7","41.6","40.5","40.4","36.2"
"Taranaki","soil_moisture",2015,"31.7","25.3","29.4","37.7","40.9","44.8","46.3","48","46.9","40.3","39.7","36.2"
"Taranaki","soil_moisture",2016,"30.8","31.6","29.9","36.5","43.7","46.8","48.9","48.8","48.3","46.9","45.9","41.1"
"Taranaki","soil_moisture",2017,"39.5","42","41.6","47.8","52","52.3","55.4","56","55.7","49","40.9","31.9"
"Taranaki","soil_moisture",2018,"35.9","38.6",NA,NA,"49.8","51.9","53.8","54.1","51.4","48.3","46.5","44.6"
"Taranaki","soil_moisture",2019,"34.5","23.4","29.2","37.5","40.7","44.5","46.5","47.4","46.5","45.5","41.2","41.1"
"Taranaki","soil_moisture",2020,"27","19.1","25.7","31.8","35.7","39.5","41.1","41.3","41","38.9","40.9","38.5"
"Taranaki","sunshine",2010,"172.9","154.4","232.5","170.5","116.2","85.2","136.7","91.1","118.3","201.5","256.7","150.6"
"Taranaki","sunshine",2011,"246.2","185.3","200.2","141.1","89.2","86.7","128.2","133.2","168.3","114","177","176.7"
"Taranaki","sunshine",2012,"215.05","154.55","211.75","200.15","166.35","124.95",NA,"142.55","157.9","206.7","238.3","192.85"
"Taranaki","sunshine",2013,"283.25","300.7","275.65","165.9","127.7","97.25","129.25","147","162.45","187.2","236.3","227.3"
"Taranaki","sunshine",2014,"274.75","254.65","231.6","160.55","161.2","107.8","151.65","176.75","175.35","202.8","209.75","219.1"
"Taranaki","sunshine",2015,"312.85","251.2","202.6","143.95","130.7","110.45","130.5",NA,"162.35","217.9","221.05","281.35"
"Taranaki","sunshine",2016,"261.7","252.1","232.55","217.9","122.9","108.8","152.6","185.5","105.3",NA,"192.2","251.15"
"Taranaki","sunshine",2017,"228.05","189.3","177.2","156.6","143.15","150.3","118.95","153.85","156.05","201.15","276.4","304.2"
"Taranaki","sunshine",2018,NA,"188.5",NA,NA,"149.65","120.05","136.5","176.75","195.6","207.85","219.1","247.35"
"Taranaki","sunshine",2019,"299.05",NA,NA,"203.3",NA,"155.3","138.75","170.95","171.85","192.75","262.3","264.5"
"Taranaki","sunshine",2020,"300.75","259","243.05","209.05",NA,"100.9","123.55","171.1","191.45","164.45","170.25","262.15"
"Taranaki","temperature",2010,"16.3","18.15","16","14.15","11.95","9.8","8.4","9.8","11.25","11.8","14.1","16.85"
"Taranaki","temperature",2011,"17.3","18.1","16","13.5","13.75","10.65","8.5","8.8","9.8","12.5","13.3","15.85"
"Taranaki","temperature",2012,"16","16.6","14.9","13.85","10.7","9.15",NA,"10.05","10.8","11.75","12.3","16.35"
"Taranaki","temperature",2013,"17.2","16.95","16.7","15.05","11.9","9.9","9.3","11.15","11.25","12.45","14.95","15.95"
"Taranaki","temperature",2014,"15.45","17.35","15.35","15.25","11.85","11.5","8.7","9.5","11.7","11.95","12.9","16.1"
"Taranaki","temperature",2015,"18.25","17.1","16.95","14.75","11.65","10.4","8.5","9.45","9.9","11.9","12.7","15.35"
"Taranaki","temperature",2016,"17.8","19.55","17.35","14.6","13.65","10.6","9","8.8","11.6","12.4","13.65","14.55"
"Taranaki","temperature",2017,"15.4","16.95","16.85","14.5","11.2","9.3","8.8","10.05","10.7","12.8","14.45","17.55"
"Taranaki","temperature",2018,"20.5","18.6",NA,NA,"12.35","9.35","9.15","10.05","10.65","11.65","13.85","16.8"
"Taranaki","temperature",2019,"18.65","17.3",NA,NA,"13.05","9.7","10.7","10.05","11.15","12.4","14.9","16.3"
"Taranaki","temperature",2020,"17.15","18.3","15.45","13.65","11.35","10.85","9.3","9.95","10.55","12.75","14.45","15.25"
"Taranaki","wind",2010,"4.65","3.55","4.4","3.95","3.85","4.15","3.85","4.15","5.95","5","3.95","4.3"
"Taranaki","wind",2011,"4.85","3.3","3.95","4.45","4.7","4.15","4.95","3.9","4.3","4.4","5.25","4.2"
"Taranaki","wind",2012,"4.4","3.4","4.7","4","3.95","4.5",NA,"3.05","5.15","5.6","4.65","4.05"
"Taranaki","wind",2013,"4.5","4.05","3.65","4.1","3.65","4.15","3.7","4.25","5.3","5.15","4","4.25"
"Taranaki","wind",2014,"5","4.15","3.85","4.35","3.8","4.05","4.1","4.4","4.7","4.85","5.1","3.85"
"Taranaki","wind",2015,"3.5","3.95","3.75","3.95","4","5.1","4.2","4.15","4.95","4.8","4.4","4.35"
"Taranaki","wind",2016,"4.1","3.75","3.9","3.55","4.65","4.05","5.15","4","4.5","4.65","5.45","4.5"
"Taranaki","wind",2017,"5.15","3.6","3.95","3.65","4","3.5","4.45","4.1","4.75","4.65","4.3","4.05"
"Taranaki","wind",2018,"3.75",NA,NA,NA,"4.6","4","4.1","3.85","5.15","3.7","4.05","3.75"
"Taranaki","wind",2019,"4.55","4","3.35","4.35","3.8","3.7","4.1","5.1","4.55","5.1","4.35","5.2"
"Taranaki","wind",2020,"4.55","3.8","4.15","3.75","3.4","4.35","3.65","3.85","5.15","3.8","4.7","4.9"
"Tasman","rain",2010,"111.4","34.3","35.8","37.3","153.2","138.7","27.3","118.6","153.9","16.4","15.4","225.5"
"Tasman","rain",2011,"52.6","9.5","54.6","96.7","256.7","163.9","103.6","19.1","42.2","193.2","95.8","434.9"
"Tasman","rain",2012,"21.7","100.9","55.7","68.4","33.3","243.6","63.6","145.1","171.4","77.8","23.6","53"
"Tasman","rain",2013,"171.7","25.5","115.2","239.9","94.9","187","32","67.7","107.9","86.9","51.5","98.6"
"Tasman","rain",2014,"69.2","28.7","100.3","188","72","159.1","54","23.3","114.9","53.2","24.7","128.8"
"Tasman","rain",2015,NA,NA,NA,NA,"35.05","112.2","76.25","53","58.1","33.85","34.25","59.75"
"Tasman","rain",2016,"161.2","159.6","153.45","49.65","149.45","129.4","102.75","51.2","39.5","170.75","124.6","79.65"
"Tasman","rain",2017,"79.4","33","89.65","185.9","134.1","66.4","149.85","111.05","88.6","86.95","21.7","14.15"
"Tasman","rain",2018,"268.5","224.15","92.15","76.55","100.75","32.75","91.7","97.55","24.35","79.9","30.8","71.1"
"Tasman","rain",2019,"5.5","2.2","83.55","36.55","151.95","31.25","180.5","78.9","122.45","87.9","71.5","156.85"
"Tasman","rain",2020,"3.75","23.85","43.05","42.2","81.85","59.5","55.2","93.6","78.05","55.5","245.9","90.2"
"Tasman","soil_moisture",2015,NA,NA,NA,NA,"25.2","28.6","28.3","28.5","27.8","14.2","12.6","12.7"
"Tasman","soil_moisture",2016,"14.3","14.4","16","22.3","23.1","35.4","34.2","35.9","32.2","36.3","37","21.4"
"Tasman","soil_moisture",2017,"17.4","16.3","16.4","25.5","33.2","32.4","40","42.7","40.4","33.9","14.8","11.6"
"Tasman","soil_moisture",2018,"23.1","53","34.6","31.4","33.5","31.6","35.2","37.2","31.6","20.5","19.4","14.6"
"Tasman","soil_moisture",2019,"11.2","8.6","9.9","10.1","12","18.1","27.7","29.4","34.7","29","20.2","20.1"
"Tasman","soil_moisture",2020,"14.9","9.9","9","9.7","11.5","16.5","21","25.6","26.6","21.4","29.5","21.1"
"Tasman","sunshine",2015,NA,NA,NA,NA,"211.9",NA,"205.6","183.6","237.2","289.3","282.4","292.7"
"Tasman","sunshine",2016,"275.5","298.2","283.9","265.3","168.7","151.9","195.9","219","202.8","262","234.3","289.7"
"Tasman","sunshine",2017,"262.5","245.2","216.8","165.3","202.8","190.5","150.3",NA,"204","248.2","259.6","338.1"
"Tasman","sunshine",2018,"239.7","232.1","238.7","189.6","171.6","174.3","155.1","191.7","239.7","245.8","245.6","238.1"
"Tasman","sunshine",2019,"356.2","289.3","213.8","222.9","200.1","167.7","152.7","216.5","214.5","280.8","274.8","278.3"
"Tasman","sunshine",2020,NA,"273.7","236.4","232.4","189.2","140.5","172.7","197","233.1","210.4","183.6","264.7"
"Tasman","temperature",2015,NA,NA,NA,"13.8","10","8.4","7","8.3","9.9","13.3","13.8","16.6"
"Tasman","temperature",2016,"18.7","19.8","17.1","13.9","11.9","9.2","7.6","7.7","11","13.1","14.8","16"
"Tasman","temperature",2017,"17.2","17.7","17.2","14.1","10.2","8.2","7.8","9.3","11.4","14.2","15.6","19.2"
"Tasman","temperature",2018,"21.3","18.8","17.4","13.9","11.5","8.1","8","10","11","13.4","14.9","17.9"
"Tasman","temperature",2019,"20.5","18.5","17.9","13.6","11.8","7.8","8.4","8.4","10.2","12.1","15","16.4"
"Tasman","temperature",2020,"18","18.7","15.6","13.1","10.4","9.9","7.9","9.5","10.3","12.8","14.9","16.1"
"Tasman","wind",2015,NA,NA,NA,"3.2","3.1","3.2","2.9","2.9","3.4","4.3","4","4.5"
"Tasman","wind",2016,"4.3",NA,"3.2","3","2.7","2.5","3.1","2.4","2.6","4.1","4.7","4.5"
"Tasman","wind",2017,"4.7","3.3","3.2","2.8","2.4","2.4","2.8","2.5","3.4","4.1","4","4.2"
"Tasman","wind",2018,"3.6","3.7","3.1","3.3","2.9","2.3","2.5","2.8","3.3","3.8","4.2","3.5"
"Tasman","wind",2019,"4.7","4.4","3.5","3.1","3.2","2.8","3","3.5","3.8","4.5","4.6","5.3"
"Tasman","wind",2020,"4.1","4.3","3.2","3.1","2.7","2.6","2.6","2.6","3.5","3.8","3.9","4.1"
"Waikato","rain",2010,"152.6","38.1","17.7","34.3","134.7","249.6","62.2","232.45","275.6","36.7","23","139.5"
"Waikato","rain",2011,"233.3","22.5","186.1","111.2",NA,NA,NA,NA,"62","175.8","56.7","219.95"
"Waikato","rain",2012,"92.3","106.2","98","44.5","120.2","104.3","195.7","149.45","121.55","125.5","46.25","119.5"
"Waikato","rain",2013,"21.5","26.8","31.05","134.1","166.35","144.75","47.3","82.2","150.5","86.8","93.5","94.2"
"Waikato","rain",2014,"33.5","15.8","12.8","161.8","81","178.3",NA,NA,"132.7",NA,"86.6","105.6"
"Waikato","rain",2015,"26.6","62.1","75.9","176.7","131.4","111.4","154.7","157.9","126.3","52.5","109.4","38.2"
"Waikato","rain",2016,NA,"75.7","40.3","44.6","159.4","147.3","181.4","115",NA,"113.3",NA,"49.8"
"Waikato","rain",2017,"87.2","137.1","203.2",NA,"142.4","63.5","172.6","176.9",NA,"113.1","97.7","34.3"
"Waikato","rain",2018,"147.6","185.8","101","132.2","147.5","126.4","125.1","148","48.7","65.9","88.2","153.8"
"Waikato","rain",2019,"63","42.1","64.5","93.5","77","83.6","149.4","145.7","119.5","82.3","78.5","100.2"
"Waikato","rain",2020,"25.7","10.7","63.35","72.7","91.2","128.2","110.1",NA,"100.5","78.9","210.6","60.5"
"Waikato","soil_moisture",2010,"32.6","35.3","31.1","29.6","46.3","64.4","62.2","64.8","65.2","62.8","45.3","38.8"
"Waikato","soil_moisture",2011,"43.8","46.6","49.8","56.6","63.8",NA,NA,NA,"63.7","64.4","57.5","54.6"
"Waikato","soil_moisture",2012,"55","42.6","55.5","50.1","61.5","64.2","64.7","64.9","65.1","64.2","55.4","50.1"
"Waikato","soil_moisture",2013,"45.5","32.5","18.8","33.3","58.1","63.5","62.8","62.3","62.1","61.2","52","48.6"
"Waikato","soil_moisture",2014,"42.9","35.5","23.7","36.3","52.4","60.1","60.3","60.9","60.8","59.4","55.7","51.3"
"Waikato","soil_moisture",2015,"39.2","43.5","41.5","55.1","59.8","64","64","65.2","65.1","58.9","54","43.1"
"Waikato","soil_moisture",2016,"37.9","42","41.1","51.4","57.4","60.6","65","64.8","64.5","62.2","58.1","47.2"
"Waikato","soil_moisture",2017,"43.4","47.9","55.6","60.6","62.7","62.2","64.6","64.9","64.6","60.7","54.8","42.1"
"Waikato","soil_moisture",2018,"51.9","57.1","57.7","59.5","63.5","64.7","65.2","64.9","63.7","60.4","59.2","58.1"
"Waikato","soil_moisture",2019,"51","36.6","46.9","51.3","56.2","64.7","64.3","65","62.4","61.4","53.6","52"
"Waikato","soil_moisture",2020,"43.1","25.5","33.3","41.6","50.9","57.3","60.1","58.2","56.8","54.4","54.9","50.8"
"Waikato","sunshine",2010,"214.7","181.1","236.2","187.4","135.7","95.5","164.6","92.9","92.9","227.5","264.3","196"
"Waikato","sunshine",2011,"259.3","203.4","195.6","161",NA,NA,NA,NA,NA,"128.6","221","156.8"
"Waikato","sunshine",2012,"190","134.3","193.8","200.6","162.1","143.7","139.8","118.6","137","188.1","226.2","175.6"
"Waikato","sunshine",2013,"266.7","269.8","245.4","144.6","129.7","121.6","166.1","102.8","139.8","202.4","245.3","198.8"
"Waikato","sunshine",2014,"266.7","229","243.6","126.5","154.7","110.4","155.4","178.5","153.3","182.5","194.7","183.3"
"Waikato","sunshine",2015,"303.3","219.6","171.5","136.8","144.1","124.4","151.2","127","175.2","207","237.7","261"
"Waikato","sunshine",2016,"230.3","189.4","191.4","167.1","90.8","116.3","134.5","172.1","100.2","157","165.4","236.3"
"Waikato","sunshine",2017,"232.3","173.8","180.1","139.6","145.4","158","112.3","115.8","129.8","173.5","190","231"
"Waikato","sunshine",2018,"136.1","138.9","172.2",NA,"132.8","101.4","91.8","88.4","131.9","150.4","136.3","146.1"
"Waikato","sunshine",2019,"167.6","175.7",NA,"201.9","151.1","142.1","117.3","143.7","164.5","198.3","285.7","247.2"
"Waikato","sunshine",2020,"323.6","261.3",NA,"195.8","187.7","92.4","125.6","151.2","194.7","160.1","194.7","266"
"Waikato","temperature",2010,"17.35","19.45","15.6","13.4","10.8","8.4","6.95","8.75","10.5","11.8","14.85","18.1"
"Waikato","temperature",2011,"18.05","19.2","15.8","12.85",NA,NA,NA,NA,"9","12.85","13.9","16.5"
"Waikato","temperature",2012,"17","17.1","15.1","13.3","9.6","8","7.4","9.2","10.15","11.45","12.7","17.5"
"Waikato","temperature",2013,"17.25","17.65","17.2","14.5","10.95","8.3","8","9.8","10.9","12.65","15.45","16.35"
"Waikato","temperature",2014,"16.05","18","15.6","15.05","10.5","9.8","7.4","7.95","10.7","11.75","12.75","16.15"
"Waikato","temperature",2015,"18.6","17.2","16.6","13.45","10.25","8.9","7.1","7.9","9.45","12.1","13.45","15.75"
"Waikato","temperature",2016,"18.6","20.05","17.25","13.75","12.65","9.2","7.6","7.8","11.3","12.25","13.8","15.4"
"Waikato","temperature",2017,"16.1","18","17.2","13.9","9.9","8.15","7.85","9.4","10.7","12.4","14.85","17.85"
"Waikato","temperature",2018,"20.35","18.05","16.8","13.75","11.45","8.35","8","8.9","10.4","11.95","14.15","17.45"
"Waikato","temperature",2019,"19.55","18.6","17.95","12.55","11.2","7.85","8.9","8.95","10.3","12.05","15.35","16.7"
"Waikato","temperature",2020,"17.25","18.9","15.45","13.15","9.9","10.05","8.45","9.15","10.6","13.15","14.85","16.1"
"Waikato","wind",2010,"2.9","2.2","2.9","2.3","2.3","2.7","2.55","2.4","3.95","3.45","2.6","2.95"
"Waikato","wind",2011,"2.9","2.2","2.25","2.75",NA,NA,NA,NA,"3","2.85","3.95","2.65"
"Waikato","wind",2012,"3.3","2.2","3.05","2.3","2.55","3.05","2.25","2.1","3.55","4.05","3.2","2.8"
"Waikato","wind",2013,"3.05","2.45","2.1","2.35","2.1","2.2","2.2","2.7","3.55","3.6","2.75","2.8"
"Waikato","wind",2014,"3.35","2.85","2.8","2.35","2.35","2.4","3.2","3.4","3.2","3.8","4","2.95"
"Waikato","wind",2015,"2.4","2.65","2.35","2.5","2.8","3.65","3","2.5","3.15","3.6","3.2","3.3"
"Waikato","wind",2016,"2.75","2.6","2.6","1.95","2.8","2.45","3.95","2.65","3.05","3.35","4.05","3.3"
"Waikato","wind",2017,"3.65","2.5","2.6","2.15","2.75","2.35","2.65","2.4","3.3","3.55","3","2.95"
"Waikato","wind",2018,"2.6","2.5","2.45","3","2.65","2.8","2.6","2.35","3.05","2.65","2.75","2.7"
"Waikato","wind",2019,"3.25","2.65","2","2.4","2.4","2.4","2.6","3.7","3.5","3.9","3.05","3.15"
"Waikato","wind",2020,"3.2","2.55","2.65","2.55","2.15","2.4","2.6","2.65","3.8","2.45","3.2","3.1"
"Wellington","rain",2010,"133.5","19.9","53.7","20.5","150.4","146.8","89","146.3","144.9","66.7","29.9","63.5"
"Wellington","rain",2011,"88.6","15","95.1","120","78.35","76.7","95.2","99.5","50.9","102.3","66.5","119.1"
"Wellington","rain",2012,"94.5","44.1","126.6","44.85","76.4","87.4","114.2","102.2","58.3","47.9","27.5","46.1"
"Wellington","rain",2013,"49.7","46.4","72.5","76.95","94.55","168","97","71.6","107.5","122.95","84.15","21.1"
"Wellington","rain",2014,"59.1","14.9","41.5","158.85","53.9","66.2","92.1","97.95","96.3",NA,"54.8","54.7"
"Wellington","rain",2015,"10.7","28.7",NA,"108.6","92.4","104.8","82.5","83.4","93.3","36.7","41.3","31"
"Wellington","rain",2016,"88.1","20.8","25.2","32.3","144.5","85.2",NA,"99.9","90","72.6","131","57"
"Wellington","rain",2017,"53.7","90.7","84.5","189.6","79.2","64.9","164.9","89.2","74.9","49.4","9.5","46.4"
"Wellington","rain",2018,"60.4","109","84.9","92.2",NA,"131.6","95.1",NA,"70","66","130","102.7"
"Wellington","rain",2019,"18.6","38","41.8","124.6","51.3","82.95","101.45","75.65",NA,NA,NA,"78.3"
"Wellington","rain",2020,"20.4","18.8","141.75","12.25","93.45","148.45","65.35","39.1","147.25","56.4","193.85","58.15"
"Wellington","temperature",2010,"16.85","17.85","16.15","14.45","11.85","9.3","7.6","10.25","11.8","11.6","14.8","17.7"
"Wellington","temperature",2011,"18","18.85","16.1","13","13.3","10.15","8.75","8.4","9.7","12.65","13.75","15.75"
"Wellington","temperature",2012,"16.5","16.35","14.75","13.55","10.3","8.5","8.9","9.85","11.05","12.65","13.15","17.55"
"Wellington","temperature",2013,"18.35","17.8","17.05","15.05","11.8","9.65","9.55","10.7","11.4","13.15","15.1","17.3"
"Wellington","temperature",2014,"16.8","17.35","15.7","14.9","11.95","10.75","8.6","8.75","11.2","12.3","14.05","16.15"
"Wellington","temperature",2015,"18.85","17.3","17","14.3","11.65","9.5","8.35","9.2","9.65","12.7","13.45","15.55"
"Wellington","temperature",2016,"18.35","20.25","17.4","14.35","13.75","10.8","9.45","8.65","11.2","12.8","14.6","15.8"
"Wellington","temperature",2017,"17.3","17.45","15.95","14.25","11","9.05","8.35","10.5","11.5","13.35","14.8","18.3"
"Wellington","temperature",2018,"21.05","19.15","17.15","13.85","11.95","9.2","9.55","10.2","10.7","12.45","14.5","17.1"
"Wellington","temperature",2019,"19.65","18","17.4","13.2","13.1","9.45","10.15","9.15","10.6","12.1","15.8","16.65"
"Wellington","temperature",2020,"17.55","19.3","16.05","14.05","11.4","10.45","8.75","10.1","11.2","13.3","14.3","16.25"
"Wellington","wind",2010,"5.9","4.65","5.2","5","4.6","4.85","4.1","5.4","6.25","5.55","5.05","5.55"
"Wellington","wind",2011,"5.65","5","4.95","5.2","4.55","4.35","5.8","4.95","4.55","5.15","5.65","4.7"
"Wellington","wind",2012,"5.85","4.4","5.5","4.4","4.7","5.65","4.05","3.3","5.3","5.95","5.15","5.55"
"Wellington","wind",2013,"5.65","4.7","4.3","4.7","4.5","4.95","5.1","4.1","5.75","6.3","5","5.35"
"Wellington","wind",2014,"6.15","5.2","5.15","5.2","5.25","4.05","5.75","5.35","5.25","5.55","6.7","5.1"
"Wellington","wind",2015,"4.75","5.6","4.9","5.65","5.5","5.6","5.7","5.3","5.8","5.7","5.85","5.2"
