"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","AVWAGE","TOT","USD","A","2001",17713.9492558374,
"HUN","AVWAGE","TOT","USD","A","2002",18599.3426044854,
"HUN","AVWAGE","TOT","USD","A","2003",20088.3335667608,
"HUN","AVWAGE","TOT","USD","A","2004",21490.6683325556,
"HUN","AVWAGE","TOT","USD","A","2005",22438.3618536691,
"HUN","AVWAGE","TOT","USD","A","2006",22874.70203962,
"HUN","AVWAGE","TOT","USD","A","2007",22705.0639650879,
"HUN","AVWAGE","TOT","USD","A","2008",23021.2956335465,
"HUN","AVWAGE","TOT","USD","A","2009",21704.9517002736,
"HUN","AVWAGE","TOT","USD","A","2010",21991.4515250729,
"HUN","AVWAGE","TOT","USD","A","2011",22275.5023240536,
"HUN","AVWAGE","TOT","USD","A","2012",21533.7985602137,
"HUN","AVWAGE","TOT","USD","A","2013",21310.7788205027,
"HUN","AVWAGE","TOT","USD","A","2014",21030.7013397901,
"HUN","AVWAGE","TOT","USD","A","2015",21193.7019748853,
"HUN","AVWAGE","TOT","USD","A","2016",21385.9900179807,
"HUN","AVWAGE","TOT","USD","A","2017",22932.8795299802,
"HUN","AVWAGE","TOT","USD","A","2018",24056.025348271,
"HUN","AVWAGE","TOT","USD","A","2019",24852.7035959588,
"HUN","AVWAGE","TOT","USD","A","2020",25274.6430734428,
"HUN","AVWAGE","TOT","USD","A","2021",26268.0369337144,
"IRL","AVWAGE","TOT","USD","A","1990",26862.5192830562,
"IRL","AVWAGE","TOT","USD","A","1991",27972.400891202,
"IRL","AVWAGE","TOT","USD","A","1992",29137.9508687056,
"IRL","AVWAGE","TOT","USD","A","1993",30580.2907558098,
"IRL","AVWAGE","TOT","USD","A","1994",30779.9058830745,
"IRL","AVWAGE","TOT","USD","A","1995",31326.3337690155,
"IRL","AVWAGE","TOT","USD","A","1996",31801.0349339223,
"IRL","AVWAGE","TOT","USD","A","1997",33565.687233841,
"IRL","AVWAGE","TOT","USD","A","1998",35558.7440935331,
"IRL","AVWAGE","TOT","USD","A","1999",36367.1193747759,
"IRL","AVWAGE","TOT","USD","A","2000",37155.235995148,
"IRL","AVWAGE","TOT","USD","A","2001",38575.8948508008,
"IRL","AVWAGE","TOT","USD","A","2002",38968.0393573658,
"IRL","AVWAGE","TOT","USD","A","2003",40141.8306228462,
"IRL","AVWAGE","TOT","USD","A","2004",41499.8591948767,
"IRL","AVWAGE","TOT","USD","A","2005",43042.7917098121,
"IRL","AVWAGE","TOT","USD","A","2006",43408.382970429,
"IRL","AVWAGE","TOT","USD","A","2007",44660.9331148073,
"IRL","AVWAGE","TOT","USD","A","2008",46416.5333137634,
"IRL","AVWAGE","TOT","USD","A","2009",50191.0806480324,
"IRL","AVWAGE","TOT","USD","A","2010",50349.6186589652,
"IRL","AVWAGE","TOT","USD","A","2011",49757.5205468858,
"IRL","AVWAGE","TOT","USD","A","2012",49401.3812825716,
"IRL","AVWAGE","TOT","USD","A","2013",48266.1960432386,
"IRL","AVWAGE","TOT","USD","A","2014",47981.406664507,
"IRL","AVWAGE","TOT","USD","A","2015",47926.2351539284,
"IRL","AVWAGE","TOT","USD","A","2016",48576.1930325078,
"IRL","AVWAGE","TOT","USD","A","2017",49194.6667553763,
"IRL","AVWAGE","TOT","USD","A","2018",49552.9862607009,
"IRL","AVWAGE","TOT","USD","A","2019",50447.9581379289,
"IRL","AVWAGE","TOT","USD","A","2020",50751.3923804161,
"IRL","AVWAGE","TOT","USD","A","2021",51045.0787116261,
"ITA","AVWAGE","TOT","USD","A","1990",40282.0737299395,
"ITA","AVWAGE","TOT","USD","A","1991",40620.4883151397,
"ITA","AVWAGE","TOT","USD","A","1992",40581.1632082795,
"ITA","AVWAGE","TOT","USD","A","1993",39956.0793372764,
"ITA","AVWAGE","TOT","USD","A","1994",39438.6698038646,
"ITA","AVWAGE","TOT","USD","A","1995",38575.2494874017,
"ITA","AVWAGE","TOT","USD","A","1996",38888.5527853286,
"ITA","AVWAGE","TOT","USD","A","1997",39998.7170644818,
"ITA","AVWAGE","TOT","USD","A","1998",40132.6666921689,
"ITA","AVWAGE","TOT","USD","A","1999",40591.69010925,
"ITA","AVWAGE","TOT","USD","A","2000",40574.8935825587,
"ITA","AVWAGE","TOT","USD","A","2001",40862.3745865276,
"ITA","AVWAGE","TOT","USD","A","2002",40572.9991356831,
"ITA","AVWAGE","TOT","USD","A","2003",40461.0260455649,
"ITA","AVWAGE","TOT","USD","A","2004",41244.2822031254,
"ITA","AVWAGE","TOT","USD","A","2005",41792.9012941104,
"ITA","AVWAGE","TOT","USD","A","2006",42052.4030865912,
"ITA","AVWAGE","TOT","USD","A","2007",42038.2190799334,
"ITA","AVWAGE","TOT","USD","A","2008",41984.6047402379,
"ITA","AVWAGE","TOT","USD","A","2009",42305.508040975,
"ITA","AVWAGE","TOT","USD","A","2010",42669.1121098793,
"ITA","AVWAGE","TOT","USD","A","2011",41981.3474944712,
"ITA","AVWAGE","TOT","USD","A","2012",40654.6113437852,
"ITA","AVWAGE","TOT","USD","A","2013",40783.7279388462,
"ITA","AVWAGE","TOT","USD","A","2014",40939.7003746712,
"ITA","AVWAGE","TOT","USD","A","2015",41300.2733336456,
"ITA","AVWAGE","TOT","USD","A","2016",41629.126030765,
"ITA","AVWAGE","TOT","USD","A","2017",41354.645592233,
"ITA","AVWAGE","TOT","USD","A","2018",41414.8416985773,
"ITA","AVWAGE","TOT","USD","A","2019",41625.2801490976,
"ITA","AVWAGE","TOT","USD","A","2020",39207.8129041127,
"ITA","AVWAGE","TOT","USD","A","2021",40767.203813809,
"JPN","AVWAGE","TOT","USD","A","1990",37369.9210130677,
"JPN","AVWAGE","TOT","USD","A","1991",37866.1856581461,
"JPN","AVWAGE","TOT","USD","A","1992",37980.674196536,
"JPN","AVWAGE","TOT","USD","A","1993",37614.4708175957,
"JPN","AVWAGE","TOT","USD","A","1994",37992.783349472,
"JPN","AVWAGE","TOT","USD","A","1995",38434.6566712956,
"JPN","AVWAGE","TOT","USD","A","1996",38594.5157980876,
"JPN","AVWAGE","TOT","USD","A","1997",38900.1111985025,
"JPN","AVWAGE","TOT","USD","A","1998",38736.5391902857,
"JPN","AVWAGE","TOT","USD","A","1999",38606.6561163847,
